0,0,1,,1,1,1970,-97,-17482,10940,-1531,1512,-644
0,0,1,,1,1,1970,1842,-13030,8944,3465,1205,7189
0,0,1,,1,1,1970,2254,-14146,9361,2701,1703,6995
0,0,1,,1,1,1970,922,-13330,10301,1345,1664,4273
0,0,1,,1,1,1970,-133,-12584,10058,-1739,176,2311
0,0,1,,1,1,1970,1836,-13063,9327,-3531,-1756,1033
0,0,1,,1,1,1970,4092,-13426,8717,-9387,-842,-2953
0,0,1,,1,1,1970,3098,-15335,7468,-10662,719,-5976
0,0,1,,1,1,1970,1971,-15925,8134,-8532,684,-5684
0,0,1,,1,1,1970,1790,-18390,8608,-4366,-50,-3158
0,0,1,,1,1,1970,1999,-19953,8706,3170,-361,238
0,0,1,,1,1,1970,3237,-18390,8882,13913,977,6674
0,0,1,,1,1,1970,1261,-20042,10338,24772,3064,9353
0,0,1,,1,1,1970,705,-15090,10941,30201,2163,8433
0,0,1,,1,1,1970,45,-8903,12671,28938,522,10865
0,0,1,,1,1,1970,-518,-13099,13653,27840,-2006,11147
0,0,1,,1,1,1970,-248,-8728,13421,28808,-3722,8632
0,0,1,,1,1,1970,1590,-2984,14180,23786,-3616,5023
0,0,1,,1,1,1970,1931,-1560,14381,17518,-2751,3628
0,0,1,,1,1,1970,1635,-1475,14502,12776,-2450,1840
0,0,1,,1,1,1970,-119,4042,14892,6557,-1845,895
0,0,1,,1,1,1970,-1742,-4175,14964,-1963,-3656,-2825
0,0,2,,1,1,1970,697,-5565,13844,-2850,-4666,-4931
0,0,2,,1,1,1970,2781,-4137,12976,-3287,-4059,-3746
0,0,2,,1,1,1970,3896,-5894,13760,-6459,406,-1268
0,0,2,,1,1,1970,3452,-7529,14373,-6927,2817,-2241
0,0,2,,1,1,1970,792,-8278,15572,-5683,4083,-3269
0,0,2,,1,1,1970,-661,-6171,16186,-4160,2936,-2775
0,0,2,,1,1,1970,107,-4727,17213,-4389,975,-2020
0,0,2,,1,1,1970,-715,-4727,17559,-6183,343,-2557
0,0,2,,1,1,1970,-717,-4665,17068,-5717,-885,-3566
0,0,2,,1,1,1970,794,-3502,16167,-5677,-1997,-2402
0,0,2,,1,1,1970,2583,-4272,15438,-5876,-1686,-1493
0,0,2,,1,1,1970,2659,-4274,14727,-5968,-142,-1995
0,0,2,,1,1,1970,2061,-4869,14469,-5436,846,-1529
0,0,2,,1,1,1970,1280,-5245,14881,-4347,1350,-358
0,0,2,,1,1,1970,716,-10825,17521,613,-171,-2755
0,0,2,,1,1,1970,2373,-3089,16242,130,-579,-2063
0,0,2,,1,1,1970,2726,-6305,15497,-1932,-255,231
0,0,2,,1,1,1970,2705,-5381,15024,-1023,422,-1277
0,0,2,,1,1,1970,2528,-3502,15053,-418,1610,-2636
0,0,2,,1,1,1970,1980,-4280,15299,-1145,2457,-1808
0,0,2,,1,1,1970,-133,-361,16249,-525,2626,-716
0,0,2,,1,1,1970,-1922,-4418,17356,-2596,1346,2109
0,0,2,,1,1,1970,104,-4108,17872,233,6,34
0,0,2,,1,1,1970,3402,-2883,16378,-540,649,2016
0,0,2,,1,1,1970,2129,-10459,16417,557,1787,1955
0,0,2,,1,1,1970,-906,-4577,17120,3464,-189,-1561
